customer_id,age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
406,29,124332,1.3,7,1.8,4,5,21,16,18844,119687,1,6,9,1,3,6,7,7,3,2,3,Other,Tier 2,Hybrid
407,48,56051,5.0,15,5.2,3,4,9,13,124960,42123,10,10,5,10,4,9,8,5,4,1,3,Female,Tier 1,Hybrid
408,70,229315,7.5,4,3.2,10,8,14,14,10745,24382,5,8,6,5,7,10,3,7,4,3,10,Other,Tier 2,Hybrid
409,47,221675,11.0,3,4.3,2,7,22,1,63334,41900,5,9,5,2,4,8,7,9,2,6,2,Male,Tier 3,Online
410,67,190924,5.2,3,1.7,9,1,14,0,19687,121585,7,6,7,4,7,1,1,5,2,3,6,Other,Tier 3,Hybrid
411,47,274153,5.8,2,3.4,4,8,4,15,73675,42801,3,1,10,2,3,5,2,9,7,3,2,Other,Tier 1,Store
412,61,163262,2.3,6,1.2,1,9,6,14,13018,137568,2,7,5,8,1,10,1,1,7,4,4,Female,Tier 1,Hybrid
413,30,67912,0.7,1,5.9,6,4,21,2,58320,25823,3,3,1,7,9,2,6,6,9,4,10,Male,Tier 3,Online
414,43,244332,1.9,4,0.8,6,3,0,12,83400,3640,7,4,8,4,2,5,10,6,1,2,4,Female,Tier 2,Hybrid
415,67,281921,11.8,2,4.3,10,3,8,3,85527,102360,3,6,3,6,8,2,6,1,10,10,8,Female,Tier 3,Hybrid
416,58,141857,6.3,12,5.9,4,1,19,3,81462,62469,7,4,10,2,1,3,6,8,5,4,3,Female,Tier 1,Online
417,59,39874,3.2,12,3.7,8,6,4,8,83740,10882,9,7,5,1,4,6,6,4,4,9,1,Other,Tier 1,Hybrid
418,69,136624,7.5,7,3.2,3,8,20,0,17438,129381,2,4,1,3,4,3,2,3,10,9,4,Male,Tier 3,Online
419,23,243472,8.8,5,1.2,4,4,13,5,65765,79956,5,10,8,4,5,8,2,6,7,7,3,Female,Tier 2,Hybrid
420,45,284918,7.5,7,4.6,8,1,24,12,112539,22318,5,10,9,3,9,3,5,7,8,5,8,Female,Tier 2,Hybrid
421,53,272100,1.3,3,4.3,4,3,29,6,1595,3864,9,6,8,7,7,7,6,7,8,5,10,Male,Tier 2,Hybrid
422,20,85262,4.9,10,1.1,7,5,24,11,134090,128589,6,1,7,7,4,4,8,1,6,1,3,Female,Tier 3,Hybrid
423,47,97262,3.4,10,3.6,3,1,3,2,101254,104745,10,2,9,4,7,3,7,5,5,9,9,Other,Tier 2,Hybrid
424,55,181469,8.9,13,5.3,2,2,20,18,90780,37911,5,4,7,5,1,3,8,1,2,2,7,Other,Tier 2,Hybrid
425,59,171173,8.9,3,1.2,3,3,6,15,48206,132257,2,8,10,4,3,4,1,3,4,5,7,Female,Tier 3,Hybrid
426,57,77249,10.5,3,0.7,2,7,3,8,17346,90193,1,10,4,8,8,2,1,1,5,1,10,Male,Tier 1,Hybrid
427,31,293853,9.6,7,3.7,5,8,15,10,113078,88724,6,6,6,4,6,7,7,10,1,6,6,Male,Tier 1,Hybrid
428,47,230663,8.8,15,5.6,1,10,3,16,73760,65652,6,8,10,8,9,7,4,1,6,1,6,Male,Tier 3,Store
429,38,252944,3.2,8,2.5,10,2,11,13,125312,26833,7,5,10,4,3,9,10,9,1,3,8,Male,Tier 2,Hybrid
430,61,264739,2.4,8,5.7,8,9,7,7,55980,45177,2,2,7,1,3,6,7,5,4,5,8,Other,Tier 1,Hybrid
431,60,91175,11.1,11,4.4,2,6,27,7,17452,90474,7,7,9,7,4,4,5,2,5,2,2,Male,Tier 2,Hybrid
432,65,118648,9.1,2,3.5,3,6,30,12,940,81974,1,10,9,4,7,7,6,6,3,9,10,Other,Tier 1,Hybrid
433,24,227257,0.6,14,2.9,3,5,26,7,131528,119981,3,10,5,3,1,10,6,5,9,2,5,Other,Tier 3,Hybrid
434,48,133091,6.2,12,5.8,1,6,4,6,59501,14279,3,8,7,5,3,1,9,7,6,7,8,Female,Tier 2,Hybrid
435,43,57656,6.6,5,1.8,4,9,12,3,34814,85282,10,1,5,8,3,10,3,8,8,5,3,Male,Tier 1,Hybrid
436,69,122579,9.0,1,2.3,10,2,21,4,99211,112464,3,1,2,6,8,3,1,2,9,6,10,Female,Tier 1,Online
437,58,231809,3.3,2,1.6,8,5,22,19,45716,98901,2,8,7,5,8,6,1,2,2,2,2,Female,Tier 3,Hybrid
438,60,287255,3.1,10,3.5,10,8,8,3,47973,101152,8,7,5,10,3,2,6,2,9,3,7,Other,Tier 1,Hybrid
439,43,297918,6.1,9,5.1,9,2,24,6,31256,47860,10,3,1,9,8,6,2,1,3,10,4,Other,Tier 1,Hybrid
440,23,154616,10.3,1,0.7,2,9,9,11,143218,45484,7,1,4,5,1,9,5,9,8,3,10,Female,Tier 3,Hybrid
441,38,294027,11.0,6,3.7,9,4,22,3,12227,62654,1,4,3,5,4,3,10,9,4,10,6,Female,Tier 1,Online
442,64,241257,1.4,5,1.7,3,7,14,2,67131,112001,3,9,4,2,5,4,6,10,9,10,3,Female,Tier 1,Hybrid
443,38,247345,4.9,10,1.6,5,2,17,3,144251,107135,2,6,2,6,6,5,3,4,5,1,2,Female,Tier 1,Online
444,42,75051,9.5,2,1.2,5,10,26,15,25545,139163,6,10,5,9,5,10,2,1,3,6,7,Male,Tier 2,Hybrid
445,69,298754,6.8,15,5.1,8,10,4,8,2989,135128,3,3,3,7,10,5,1,6,4,10,7,Other,Tier 2,Hybrid
446,29,250141,11.8,13,2.9,5,5,30,13,136970,60469,5,2,5,7,6,2,2,2,4,2,3,Other,Tier 1,Hybrid
447,23,169868,6.9,8,4.9,1,7,21,16,36263,126238,8,9,9,2,7,1,10,4,1,7,9,Other,Tier 2,Hybrid
448,33,296882,8.4,1,3.7,3,9,28,7,46326,20192,6,3,9,6,1,7,8,7,3,6,2,Female,Tier 3,Hybrid
449,33,81795,3.8,8,1.9,4,1,23,20,149618,103685,4,5,9,1,8,10,8,1,6,1,10,Female,Tier 2,Hybrid
450,37,205541,1.7,6,5.4,3,7,11,0,27065,113432,8,4,2,9,9,3,7,2,8,1,3,Other,Tier 2,Hybrid
451,32,266781,5.0,5,2.3,3,9,25,8,28993,115469,8,3,3,6,7,1,6,4,2,4,5,Male,Tier 1,Hybrid
452,43,240754,9.1,15,0.4,4,8,30,8,31640,110887,8,9,8,3,6,7,9,7,3,2,2,Male,Tier 1,Hybrid
453,27,200418,6.3,13,4.2,1,6,13,19,2604,114356,8,5,5,8,2,7,4,10,3,9,3,Male,Tier 2,Hybrid
454,67,80303,10.4,12,1.6,7,4,15,3,132183,47997,4,10,3,4,2,3,7,1,5,4,3,Female,Tier 1,Hybrid
455,57,124670,1.5,1,2.4,9,5,22,20,61167,58637,6,7,8,1,9,7,1,5,2,5,6,Female,Tier 2,Hybrid
456,63,239191,3.3,15,0.5,1,1,1,10,56068,75294,8,5,10,2,7,3,5,8,6,6,5,Male,Tier 1,Hybrid
457,60,27162,8.4,13,5.2,6,6,23,11,139138,97910,4,5,4,10,7,2,2,3,10,2,1,Other,Tier 3,Hybrid
458,70,119842,2.7,8,5.6,2,9,19,10,79530,124808,4,9,3,1,3,4,7,9,5,9,6,Female,Tier 2,Hybrid
459,58,81566,11.0,2,3.0,9,9,25,0,44261,72366,3,5,1,10,1,4,7,8,9,9,2,Male,Tier 2,Online
460,66,287008,4.9,13,2.5,10,5,6,5,1443,42443,10,4,10,1,9,8,9,9,5,5,4,Female,Tier 3,Hybrid
461,35,82444,2.5,1,3.3,5,1,20,4,73312,35357,5,1,4,4,9,2,1,6,10,6,6,Male,Tier 3,Online
462,53,158432,8.8,7,5.4,5,6,1,20,3228,93687,4,5,3,5,1,9,10,2,7,5,10,Other,Tier 1,Store
463,70,251832,3.0,5,1.4,7,3,14,7,114245,97136,3,8,2,8,3,8,3,3,4,10,8,Other,Tier 1,Hybrid
464,59,167872,0.7,3,5.3,7,10,6,2,38123,19387,7,4,8,7,2,9,3,1,10,2,7,Female,Tier 1,Hybrid
465,25,27105,9.3,11,5.6,3,4,24,2,70664,37891,10,1,1,2,9,6,2,4,3,8,10,Female,Tier 1,Online
466,37,193935,6.0,4,0.5,5,9,3,0,12172,27452,9,5,2,9,7,3,1,4,1,4,7,Female,Tier 1,Hybrid
467,40,170390,3.1,15,4.2,2,8,5,3,59357,27169,5,6,2,10,6,2,6,2,1,10,3,Male,Tier 2,Hybrid
468,51,195554,7.4,11,2.7,5,10,26,9,91827,27742,5,8,6,5,2,1,3,3,6,3,7,Female,Tier 3,Hybrid
469,68,270836,9.9,2,3.6,5,3,2,10,33932,48176,7,6,6,8,7,8,7,10,6,3,4,Female,Tier 2,Hybrid
470,53,280624,6.7,8,3.3,4,7,2,18,111083,138635,10,4,2,4,6,1,4,1,6,9,8,Male,Tier 1,Store
471,21,203158,4.6,14,5.2,3,5,14,4,145072,110882,4,4,4,1,3,2,3,7,1,7,6,Male,Tier 3,Hybrid
472,24,58676,6.0,10,5.2,1,3,11,4,21207,64737,2,1,10,7,3,3,8,3,9,5,8,Female,Tier 3,Hybrid
473,39,252770,9.5,12,0.3,2,3,1,20,8919,46003,9,3,1,7,7,8,9,5,10,9,5,Other,Tier 1,Store
474,45,102208,3.6,2,3.2,3,4,12,19,15179,57885,7,3,9,10,2,8,8,6,7,7,3,Male,Tier 2,Hybrid
475,59,242414,2.7,2,0.8,6,10,24,10,7852,63291,5,3,9,2,2,4,10,1,5,4,9,Male,Tier 3,Hybrid
476,20,146004,3.6,10,3.5,10,8,1,1,82965,24934,5,1,6,5,7,9,4,6,7,6,3,Other,Tier 3,Hybrid
477,24,193706,5.2,12,3.1,9,3,0,18,100668,125530,10,1,5,3,3,8,2,2,4,4,3,Other,Tier 1,Store
478,50,290690,11.9,10,4.0,6,8,25,4,89372,76742,6,10,7,1,7,4,4,10,10,2,3,Other,Tier 3,Online
479,49,71068,9.8,3,4.6,5,9,27,2,131286,25171,8,6,3,5,3,2,5,10,6,6,2,Male,Tier 1,Online
480,63,261561,3.5,8,5.9,8,3,30,3,149590,128494,1,6,5,7,7,10,3,8,6,9,10,Female,Tier 2,Online
481,23,236632,6.3,5,5.3,1,10,20,1,64677,147510,1,3,2,5,7,3,10,7,2,4,7,Female,Tier 3,Online
482,23,202943,5.9,11,3.3,8,2,2,5,28902,104556,7,4,7,6,2,6,6,10,8,4,8,Male,Tier 2,Hybrid
483,47,40070,6.8,8,1.0,4,6,18,1,100189,16857,6,7,8,4,1,4,1,7,5,5,3,Male,Tier 1,Online
484,22,163605,5.2,5,5.3,8,7,16,6,68512,48755,1,2,7,6,5,3,4,6,7,8,8,Other,Tier 3,Hybrid
485,68,104247,11.6,7,2.3,10,7,26,0,147538,52551,2,10,10,3,6,6,1,3,8,3,8,Female,Tier 1,Online
486,68,233063,3.5,12,0.2,8,3,20,14,26044,10064,4,4,7,9,3,10,7,4,6,4,4,Other,Tier 3,Hybrid
487,18,214120,9.9,1,2.0,5,9,26,3,131344,120037,7,7,6,6,9,7,9,6,2,3,8,Female,Tier 2,Online
488,29,105279,6.7,7,1.9,7,5,22,19,26511,23469,2,2,1,10,7,2,8,10,9,2,8,Other,Tier 3,Hybrid
489,69,37110,8.2,14,2.6,4,8,17,12,30515,51764,8,2,6,8,7,7,1,6,4,9,5,Female,Tier 3,Hybrid
490,34,181164,10.1,13,5.5,4,1,28,13,9065,4571,1,3,6,9,10,6,6,3,10,7,4,Other,Tier 2,Hybrid
491,30,226211,10.0,13,5.6,7,3,30,20,102844,46038,7,6,9,3,7,4,2,3,9,2,10,Female,Tier 3,Hybrid
492,34,103389,11.4,4,0.7,1,7,0,20,40620,7792,10,9,2,10,7,1,3,8,6,3,4,Other,Tier 1,Store
493,37,121622,6.7,4,4.4,7,5,21,1,72580,22248,3,1,10,2,2,8,10,2,2,3,5,Female,Tier 1,Online
494,23,60570,6.2,6,5.5,4,7,3,15,6255,108960,2,8,2,4,7,7,6,8,3,3,5,Male,Tier 1,Store
495,60,36489,1.8,6,6.0,8,10,19,17,1814,42020,9,5,2,4,10,1,9,1,9,9,3,Male,Tier 2,Hybrid
496,25,133748,0.8,3,1.5,3,5,8,15,52728,24609,6,9,5,8,8,7,9,7,4,5,3,Male,Tier 3,Hybrid
497,63,167368,11.6,2,3.6,10,5,5,6,128382,114131,8,7,10,5,6,10,2,10,7,7,4,Other,Tier 2,Hybrid
498,41,53694,5.7,15,0.4,9,5,18,13,77432,139566,6,7,1,2,3,6,7,3,6,4,2,Male,Tier 3,Hybrid
499,41,215016,2.2,6,0.9,6,1,22,10,56539,122495,10,6,4,9,2,7,5,10,4,9,4,Male,Tier 3,Hybrid
500,35,59229,7.1,11,2.6,7,6,26,10,52443,52174,1,8,8,1,5,7,2,2,8,3,10,Female,Tier 3,Hybrid
501,42,143953,7.1,5,0.3,10,1,29,14,75044,34856,7,1,9,9,1,6,1,2,8,2,7,Other,Tier 2,Hybrid
502,35,186298,9.2,7,0.7,6,8,19,1,103608,78735,8,8,2,6,10,2,1,4,1,1,3,Male,Tier 2,Online
503,62,248423,3.1,2,1.3,6,9,0,1,68575,11792,2,1,5,2,5,6,10,7,5,3,3,Other,Tier 2,Hybrid
504,25,86211,4.2,3,4.6,7,8,21,3,137277,138804,4,10,8,8,5,6,8,4,2,5,5,Other,Tier 1,Online
505,40,147074,8.1,12,5.2,2,2,15,1,56199,3941,4,8,7,4,8,2,6,4,10,9,9,Female,Tier 2,Hybrid
506,63,258038,8.0,14,3.1,3,4,29,11,101576,119102,10,9,4,7,4,2,5,7,3,5,10,Other,Tier 1,Hybrid
507,27,261672,10.6,12,0.8,1,8,5,8,7993,125343,9,8,6,5,2,9,2,6,7,4,3,Female,Tier 3,Hybrid
508,45,286299,4.3,8,1.8,2,1,20,12,111279,51338,5,4,7,3,10,5,9,10,8,9,7,Male,Tier 3,Hybrid
509,21,150518,11.5,4,0.9,1,10,8,7,17761,139995,2,5,4,10,7,7,7,2,4,5,8,Male,Tier 1,Hybrid
510,68,126732,4.5,5,4.3,5,1,3,5,132421,125479,5,4,3,6,2,3,3,6,8,3,1,Other,Tier 2,Hybrid
511,45,195140,0.7,5,5.3,3,1,19,11,124711,763,8,4,8,2,1,1,10,5,4,9,9,Male,Tier 1,Hybrid
512,67,69235,1.6,13,4.5,8,8,23,11,143555,67960,8,5,6,8,1,6,5,6,9,10,8,Male,Tier 2,Hybrid
513,61,292267,8.9,1,1.1,7,4,21,4,94136,131003,1,4,10,7,6,4,2,4,7,2,5,Other,Tier 3,Online
514,52,255546,11.9,15,3.3,5,6,28,10,103005,109891,5,5,4,1,10,9,6,10,2,7,8,Other,Tier 2,Hybrid
515,36,77771,11.6,8,5.6,3,8,21,4,137650,76464,10,9,3,5,8,5,2,5,1,8,1,Male,Tier 2,Online
516,70,84715,1.1,5,0.2,6,1,1,8,36602,92307,5,9,9,3,2,5,3,4,7,10,2,Female,Tier 1,Hybrid
517,20,268081,11.2,4,4.9,7,7,12,3,68987,79673,10,5,3,10,7,6,10,3,4,5,3,Female,Tier 3,Hybrid
518,30,177843,4.0,5,3.5,8,9,5,12,115028,25676,3,9,8,6,9,6,8,6,7,8,7,Female,Tier 2,Hybrid
519,19,33852,11.5,7,0.7,3,10,29,9,64108,134771,6,3,10,9,10,5,1,7,3,7,1,Female,Tier 3,Hybrid
520,47,48493,1.5,5,5.0,2,6,19,3,76672,148727,8,6,1,2,10,9,1,4,9,3,9,Other,Tier 2,Online
521,26,137201,10.8,11,5.1,5,5,23,0,127628,53112,2,2,1,3,10,2,9,2,4,4,2,Female,Tier 1,Online
522,50,252687,5.0,15,0.9,7,8,5,7,143819,68728,10,8,10,2,7,3,1,3,3,4,3,Other,Tier 3,Hybrid
523,62,125041,6.0,5,1.9,2,10,15,11,72637,103047,7,2,8,7,7,3,1,5,8,2,10,Female,Tier 1,Hybrid
524,55,178734,0.9,11,5.4,10,8,1,11,37017,123159,8,5,1,3,6,9,9,4,6,9,7,Other,Tier 1,Hybrid
525,29,99378,4.5,12,3.5,8,3,8,9,103766,18380,8,7,8,10,3,10,9,9,5,3,6,Other,Tier 3,Hybrid
526,40,231693,1.3,1,5.1,3,4,3,3,131423,125388,6,4,4,2,3,7,7,2,1,10,5,Male,Tier 1,Hybrid
527,65,58210,5.6,6,3.7,1,3,10,3,118336,99493,3,10,9,4,4,5,8,8,5,4,4,Other,Tier 1,Hybrid
528,45,297101,9.8,4,0.7,1,2,6,1,37347,1872,6,7,10,9,2,6,3,9,8,4,4,Other,Tier 2,Hybrid
529,50,204604,4.6,15,3.4,3,2,14,13,99097,19077,10,2,3,9,5,2,2,8,4,1,10,Other,Tier 2,Hybrid
530,19,137451,9.9,5,5.5,5,7,22,11,18313,41882,5,2,9,10,4,9,10,9,5,7,10,Male,Tier 3,Hybrid
531,62,78130,7.2,15,5.5,5,1,1,10,110968,68888,4,6,1,3,4,9,6,1,4,8,2,Other,Tier 3,Hybrid
532,62,38539,4.5,2,5.7,10,10,29,2,145052,126007,3,5,1,2,1,8,9,4,6,7,8,Female,Tier 1,Online
533,19,49022,0.8,13,4.9,9,10,27,12,5243,145333,8,1,7,7,3,7,7,9,3,2,8,Male,Tier 3,Hybrid
534,41,204438,2.7,7,5.5,4,4,2,18,3134,60039,7,9,10,1,1,4,1,2,1,3,8,Male,Tier 2,Store
535,20,184692,4.5,11,5.4,5,3,19,12,125988,32580,2,2,5,9,4,8,6,4,8,5,6,Other,Tier 2,Hybrid
536,59,148034,6.6,5,2.0,9,9,3,1,91368,108197,10,8,5,2,4,3,9,4,5,9,4,Male,Tier 2,Hybrid
537,64,94428,0.9,4,4.3,8,2,0,15,9348,71357,5,10,7,5,2,1,5,10,7,8,1,Female,Tier 2,Store
538,46,43286,3.1,7,1.3,7,9,1,9,8706,142463,6,1,10,6,5,10,4,1,6,10,7,Female,Tier 3,Hybrid
539,65,49946,9.8,9,2.5,5,9,14,13,149477,136529,5,3,7,8,4,3,1,5,5,2,4,Other,Tier 2,Hybrid
540,39,226884,0.9,5,2.3,5,10,0,3,80950,149513,6,5,3,8,8,1,8,1,8,1,6,Female,Tier 3,Hybrid
541,53,134212,5.2,10,5.6,5,10,17,10,17288,115958,3,5,5,5,8,3,4,3,3,10,1,Male,Tier 1,Hybrid
542,59,40186,2.6,9,5.2,10,6,1,17,60256,16441,5,5,1,6,9,1,10,4,6,2,2,Other,Tier 2,Store
543,25,287929,1.4,4,2.1,6,7,2,20,112297,74708,3,1,6,10,6,6,7,6,8,5,10,Male,Tier 1,Store
544,41,43388,3.8,3,5.5,1,2,19,6,82578,134402,9,10,6,4,7,10,1,3,7,2,2,Male,Tier 3,Hybrid
545,50,239194,6.7,2,5.1,9,1,19,15,137980,136902,8,6,5,4,10,5,4,6,4,6,4,Female,Tier 2,Hybrid
546,65,80511,8.5,8,4.5,7,6,2,11,147420,133051,2,6,8,10,4,8,7,4,10,3,9,Male,Tier 2,Hybrid
547,61,92425,7.5,13,1.9,6,2,2,13,110868,132889,3,10,8,4,3,8,1,3,2,7,5,Other,Tier 3,Store
548,48,72950,2.0,1,5.0,1,3,2,4,135477,139255,7,7,6,3,7,9,4,5,2,6,6,Other,Tier 3,Hybrid
549,57,76503,11.9,1,0.6,6,8,29,13,118400,114713,5,8,3,3,10,9,2,3,1,10,10,Female,Tier 3,Hybrid
550,59,257778,4.9,8,1.2,10,5,30,3,61386,78448,8,6,1,10,9,9,10,9,7,5,6,Female,Tier 2,Online
551,66,113541,11.5,1,4.9,4,7,16,8,82909,26574,6,5,3,2,5,5,8,8,4,3,5,Female,Tier 3,Hybrid
552,66,75637,11.1,11,1.8,2,4,17,16,44763,7669,10,1,9,9,4,1,8,1,6,4,5,Other,Tier 2,Hybrid
553,64,253216,6.5,14,2.8,2,2,14,13,129803,69458,2,3,5,2,6,2,4,2,6,3,9,Female,Tier 2,Hybrid
554,47,288878,8.2,2,4.3,6,1,13,3,137154,83737,4,9,1,1,4,3,10,7,4,4,5,Female,Tier 1,Hybrid
555,49,118096,8.9,5,1.0,2,9,27,6,1338,114354,2,8,9,10,4,3,1,7,5,10,7,Other,Tier 3,Hybrid
556,33,202821,6.1,11,5.7,5,4,28,9,127655,129008,7,10,6,9,8,5,2,4,2,5,7,Female,Tier 2,Hybrid
557,33,242751,1.8,8,5.7,2,6,22,12,34069,127309,8,10,7,4,1,5,5,9,4,7,1,Other,Tier 2,Hybrid
558,34,186523,5.2,13,2.8,7,5,29,1,70837,127772,4,6,1,5,8,7,4,10,3,9,4,Other,Tier 1,Online
559,57,192849,2.0,9,0.3,1,7,2,10,92958,145437,2,1,9,4,6,9,4,3,9,7,4,Female,Tier 1,Hybrid
560,41,193802,5.3,9,4.5,1,1,27,0,138533,27375,9,7,8,1,3,5,5,1,4,4,1,Female,Tier 3,Online
561,25,218105,8.0,3,4.9,5,2,2,2,132754,109389,1,1,9,10,3,2,10,7,4,10,5,Female,Tier 2,Hybrid
562,50,32285,4.0,8,1.4,5,10,15,12,76846,113099,2,4,7,9,5,8,5,9,9,4,7,Male,Tier 2,Hybrid
563,64,226383,11.4,13,3.4,2,8,7,18,7025,104662,4,8,6,8,10,2,5,6,3,2,2,Other,Tier 1,Hybrid
564,31,276802,7.3,2,1.0,10,8,16,18,61430,15948,8,5,7,5,6,3,1,6,10,10,7,Male,Tier 2,Hybrid
565,62,129693,9.2,13,3.0,8,6,30,20,62297,84867,8,8,9,9,2,2,7,2,7,3,1,Male,Tier 3,Hybrid
566,65,83689,2.4,8,5.2,2,1,28,13,130309,45253,9,8,3,9,7,7,1,5,2,7,5,Other,Tier 3,Hybrid
567,35,293930,4.2,15,2.4,3,3,9,16,54098,97821,9,10,5,8,8,4,6,3,3,9,8,Male,Tier 2,Hybrid
568,44,113965,2.2,2,6.0,1,5,22,6,52736,25101,9,8,6,2,1,10,8,10,3,2,6,Other,Tier 3,Hybrid
569,32,200857,7.7,15,1.3,5,7,18,9,96778,106214,5,9,9,4,2,10,3,2,4,5,3,Female,Tier 3,Hybrid
570,24,86429,9.7,10,3.9,7,6,18,18,73176,124600,4,3,1,4,4,2,10,3,3,3,8,Male,Tier 2,Hybrid
571,22,47362,2.1,13,2.8,8,6,9,16,31248,63617,9,7,7,7,8,6,5,9,6,9,2,Other,Tier 1,Hybrid
572,28,165614,8.7,14,2.7,8,8,22,8,32020,146751,7,6,3,1,6,8,6,7,4,10,9,Male,Tier 2,Hybrid
573,41,113850,11.2,1,1.3,6,9,6,0,81867,86601,2,6,5,9,1,10,5,1,5,8,7,Male,Tier 3,Hybrid
574,63,152664,3.7,1,5.8,1,8,19,20,119639,129029,3,8,9,2,1,6,1,10,3,3,3,Male,Tier 2,Hybrid
575,25,49385,5.6,12,0.6,2,9,8,6,4871,87706,6,3,10,6,9,1,7,7,1,2,4,Other,Tier 1,Hybrid
576,64,159794,1.5,8,0.5,10,4,22,16,107782,45842,1,5,5,9,6,2,6,8,10,2,10,Female,Tier 1,Hybrid
577,25,67480,2.6,2,1.3,10,1,24,5,3236,57523,6,8,2,4,5,4,3,5,1,7,5,Male,Tier 2,Online
578,26,185434,5.3,14,1.3,4,3,9,8,115738,69848,2,8,6,10,6,6,9,8,3,1,10,Female,Tier 1,Hybrid
579,52,130447,11.9,7,2.2,5,4,10,16,145101,71003,2,9,4,5,4,8,5,1,2,9,3,Female,Tier 1,Hybrid
580,47,189340,4.8,7,4.0,1,6,22,3,94579,2570,3,7,8,6,6,2,3,6,5,3,8,Other,Tier 1,Online
581,66,31403,5.5,10,2.8,10,7,23,12,124644,64355,5,6,10,6,8,7,5,1,4,9,2,Female,Tier 2,Hybrid
582,67,161222,11.5,7,3.6,3,9,5,9,137885,52525,10,3,3,6,1,2,5,3,6,8,7,Male,Tier 2,Hybrid
583,18,97327,2.8,3,1.9,2,3,7,6,114938,24136,4,3,9,6,1,8,3,6,2,8,9,Other,Tier 2,Hybrid
584,62,131406,11.0,11,2.4,8,4,24,3,102100,34186,6,3,7,6,5,7,10,7,9,2,6,Female,Tier 3,Online
585,65,34101,3.0,10,1.2,4,6,11,10,131953,917,10,10,7,2,4,3,8,4,1,4,5,Female,Tier 1,Hybrid
586,39,221361,8.0,7,1.1,5,7,21,15,9629,68924,7,3,3,7,9,2,8,2,6,2,7,Male,Tier 1,Hybrid
587,38,87496,7.1,7,4.2,1,8,20,12,111244,14789,5,7,5,2,10,8,9,6,8,6,9,Female,Tier 1,Hybrid
588,68,113763,11.8,9,4.6,2,3,0,10,68090,52303,9,10,8,7,1,8,5,1,2,8,8,Female,Tier 1,Hybrid
589,56,213617,3.4,6,4.1,1,9,8,5,77371,94055,7,1,8,6,5,1,10,2,6,1,9,Other,Tier 2,Hybrid
590,33,111872,1.5,2,0.9,3,8,13,8,91040,120570,10,4,9,10,8,1,2,6,6,1,3,Other,Tier 3,Hybrid
591,58,73017,4.9,12,0.7,5,7,12,0,48716,67833,2,7,2,4,10,5,5,10,9,9,4,Other,Tier 1,Hybrid
592,41,267945,3.0,15,2.7,3,5,16,1,105009,48016,5,5,1,7,4,1,7,3,5,5,8,Other,Tier 3,Online
593,38,70933,3.0,1,4.3,4,2,19,9,121255,110800,10,6,9,7,8,9,1,6,6,6,6,Female,Tier 1,Hybrid
594,47,281606,2.9,12,1.2,7,5,12,1,21106,128043,9,6,2,4,9,6,5,5,6,8,8,Male,Tier 1,Hybrid
595,57,107416,7.7,10,2.7,1,5,17,15,62030,98878,9,3,7,10,2,2,7,4,4,2,10,Female,Tier 1,Hybrid
596,28,230300,6.8,6,4.6,7,10,8,10,95704,28192,6,9,9,9,7,4,7,8,8,5,8,Male,Tier 1,Hybrid
597,43,171208,0.5,14,2.1,8,3,21,3,100993,110102,7,7,4,1,10,4,3,10,10,9,2,Other,Tier 3,Online
598,64,234315,11.4,6,3.7,3,10,20,15,24346,97570,1,10,7,9,9,4,3,8,6,4,3,Female,Tier 3,Hybrid
599,30,189200,2.0,2,5.4,4,10,14,14,64737,116801,4,3,8,9,2,10,6,3,4,8,2,Male,Tier 3,Hybrid
600,20,233042,10.5,8,5.2,2,7,30,8,141360,32214,10,9,1,8,8,1,5,7,1,6,7,Other,Tier 3,Hybrid
601,58,250710,5.4,2,0.8,5,10,24,3,44790,96566,7,6,3,4,8,4,5,2,6,2,8,Other,Tier 2,Online
602,66,148308,9.2,6,1.9,8,6,25,14,68112,149458,5,10,1,3,3,9,5,1,4,6,10,Female,Tier 3,Hybrid
603,36,180779,11.4,3,3.5,5,8,22,14,77800,40985,3,3,10,5,7,5,4,1,4,10,5,Male,Tier 3,Hybrid
604,18,156011,4.7,9,4.5,9,7,15,19,45171,90733,3,10,9,6,9,6,7,8,3,9,8,Male,Tier 2,Hybrid
605,42,27461,8.2,2,2.2,5,4,7,4,73458,31850,4,6,8,8,10,1,9,4,4,6,1,Female,Tier 3,Hybrid
606,24,192760,6.3,5,3.4,9,9,27,2,15173,117582,10,9,4,4,5,3,4,4,8,3,1,Other,Tier 2,Online
607,53,165477,1.6,4,4.5,2,3,16,9,16455,54955,4,4,10,10,8,8,2,9,1,6,2,Male,Tier 2,Hybrid
608,25,251681,1.5,4,0.8,10,4,19,15,79132,149746,1,10,7,2,8,4,10,10,8,1,5,Female,Tier 3,Hybrid
609,35,278266,7.8,6,3.1,9,5,30,20,79048,69758,9,4,6,5,9,9,5,8,2,3,8,Male,Tier 2,Hybrid
610,50,266680,6.2,3,0.6,7,5,3,14,90266,141688,3,4,2,4,4,5,9,5,6,9,8,Male,Tier 3,Store
